일자,거래처명,창고,품   목 [규격],수량(kg),단위,단가,외화금액,공급가액,부가세,합계,적요,법인명(삼성),오더번호
20100614,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,11505.0000000000,KG,1354.1585333333,1353900.0000000000,27697400.0000000000,936925.0000000000,28634325.0000000000,40박스, , 
20100615,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5722.0000000000,KG,2031.3100000000,0.0000000000,11439882.0000000000,525044.0000000000,11964926.0000000000,수출 60, , 
20100616,MARKCOLIN,PP,PP 12MM12MMx1000Mx0.55MM Blue,11622.0000000000,KG,1367.4150083333,16054.1400000000,28686311.0000000000,903765.0000000000,29590076.0000000000, , ,56458
20100617,TSUKASA CHEMICAL INDUSTRY,PE,"PE28mm, 6KGPE28M／M(백)6KG",18027.0000000000,KG,1730.9090909091,1917600.0000000000,39058853.0000000000,1366005.0000000000,40424858.0000000000, , ,KYC-34-0007 (HAKATA)
20100618,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4606.0000000000,KG,1827.1833333333,0.0000000000,8403398.0000000000,290989.0000000000,8694387.0000000000,수출 48, , 
20100619,금산포장,PE,PE28mm 2kgPE28M／M(백)2KG,682.0000000000,KG,2650.0000000000,0.0000000000,1779200.0000000000,177920.0000000000,1957120.0000000000,30+1롤, , 
20100621,미추클린센터,PE,PE28mm 2kgPE28M／M(백)2KG,25087.0000000000,KG,1033.0578947368,2946048.0000000000,45623082.0000000000,352463.0000000000,45975545.0000000000,2박스, , 
20100622,위니아만도(주),PP,18MMx 15kg 위니아1818MMx 15kg,6295.0000000000,KG,2055.7142857143,0.0000000000,14004750.0000000000,1400475.0000000000,15405225.0000000000,300롤, , 
20100623,신광포장기계(부산),PE,PE28mm 2kgPE28M／M(백)2KG,10311.0000000000,KG,886.1456461538,1351160.0000000000,23534474.0000000000,588900.0000000000,24123374.0000000000,5박스, , 
20100624,(주)지엔에스트레이딩,PP,18MMx 15kg 삼성1650M두께0.9mm단중8.56g,4825.0000000000,KG,1983.0200000000,0.0000000000,9317597.0000000000,538321.0000000000,9855918.0000000000,수출 60, , 
20100625,호성수출포장,PE,PE28mm 2kgPE28M／M(백)2KG,800.0000000000,KG,2600.0000000000,0.0000000000,2070000.0000000000,207000.0000000000,2277000.0000000000,15박스, , 
20100626,TSUKASA CHEMICAL INDUSTRY,PE,PE28mm 2kgPE28M／M(백)2KG,10080.0000000000,KG,176.0000000000,1754400.0000000000,23201413.0000000000,0.0000000000,23201413.0000000000, , ,KYC-34-0006
20100628,경인팩,PP,PP15MPP15M／M9.5KG(적색),2653.5000000000,KG,1894.1250000000,0.0000000000,4863170.0000000000,293001.0000000000,5156171.0000000000,15롤, , 
20100629,대경(박타원),PE,PE28mm 2kgPE28M／M(백)2KG,1625.0000000000,KG,1898.0200000000,0.0000000000,2917970.0000000000,180851.0000000000,3098821.0000000000,5박스, , 
20100630,경인팩,PP,PP12MPP12M／M12.5KG,9837.0000000000,KG,1556.6711750000,10945.0000000000,19609883.0000000000,636315.0000000000,20246198.0000000000,10롤, , 
2010/06  계,,,,182637,,43191.351546958,10741876.39,389996300,13811024,403807324,,,
20100701,대상산업,PE,PE28mm 2kgPE28M／M(백)2KG,3971.0000000000,KG,2468.1818181818,0.0000000000,7391700.0000000000,739170.0000000000,8130870.0000000000,10박스, , 
20100702,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3739.5000000000,KG,1758.0000000000,0.0000000000,6608621.0000000000,421151.0000000000,7029772.0000000000,수출 62, , 
20100705,제일산업(주)(화성),PP,PP8MPP8M／M10KG(백색),22738.0000000000,KG,2295.1760000000,33264.0000000000,47751996.0000000000,713000.0000000000,48464996.0000000000,70롤, , 
20100706,경인팩,PP,PP15MPP15M／M10KG(황),4433.0000000000,KG,1967.1200000000,0.0000000000,9937661.0000000000,907362.0000000000,10845023.0000000000,10롤, , 
20100707,광림포장기계컨베이어,PP,PP15MPP15M／M13KG,5485.0000000000,KG,2107.1428571429,0.0000000000,10804750.0000000000,1080475.0000000000,11885225.0000000000,100롤, , 
20100708,(주)삼신,PE,PE28mm 2kgPE28M／M(백)2KG,2750.0000000000,KG,2250.0000000000,0.0000000000,6330000.0000000000,633000.0000000000,6963000.0000000000,50박스, , 
20100709,파워엠팩,PP,PP9MMPP9M／M11KG(녹),640.0000000000,KG,2016.6666666667,0.0000000000,1425500.0000000000,142550.0000000000,1568050.0000000000,10롤, , 
20100710,신한화학포장기계(주),PP,5014,1000.0000000000,kg,1530.0000000000,0.0000000000,1530000.0000000000,153000.0000000000,1683000.0000000000, , , 
20100712,삼원산업,PP,PP12MPP12M／M12KG(투),3161.0000000000,KG,2100.0000000000,0.0000000000,7264400.0000000000,726440.0000000000,7990840.0000000000,100롤, , 
20100713,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,7069.0000000000,KG,2071.3333333333,0.0000000000,14990607.0000000000,1425601.0000000000,16416208.0000000000,수출 15, , 
20100714,합동포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,1950.0000000000,KG,2450.0000000000,0.0000000000,4110000.0000000000,411000.0000000000,4521000.0000000000,15박스, , 
20100715,위니아만도(주),PP,18MMx 15kg 위니아1818MMx 15kg,4740.0000000000,KG,2522.5000000000,0.0000000000,10929000.0000000000,1092900.0000000000,12021900.0000000000,300롤, , 
20100716,(주)지엔에스트레이딩,PP,18MMx 15kg 삼성1650M두께0.9mm단중8.56g,22004.0000000000,KG,667.6200000000,33390.0000000000,45953007.0000000000,124989.0000000000,46077996.0000000000,수출 128, , 
20100717,금산포장,PE,PE28mm 2kgPE28M／M(백)2KG,600.0000000000,KG,2600.0000000000,0.0000000000,1560000.0000000000,156000.0000000000,1716000.0000000000,30박스, , 
20100719,삼원산업,PP,PP12MPP12M／M12KG(황),3520.0000000000,KG,2105.5555555556,0.0000000000,6999000.0000000000,699900.0000000000,7698900.0000000000,100롤, , 
20100720,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4546.0000000000,KG,1994.4200000000,0.0000000000,8688550.0000000000,104000.0000000000,8792550.0000000000,수출 15, , 
20100721,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4299.0000000000,KG,1819.0000000000,0.0000000000,7844677.0000000000,231586.0000000000,8076263.0000000000,수출 67, , 
20100722,한서포장,PE,PE28mm 2kgPE28M／M(백)2KG,2860.0000000000,KG,2180.0000000000,0.0000000000,6442000.0000000000,644200.0000000000,7086200.0000000000,20박스, , 
20100723,경인팩,PP,PP12MPP12M／M12.5(황),62.5000000000,KG,1800.0000000000,0.0000000000,112500.0000000000,11250.0000000000,123750.0000000000,5롤, , 
20100726,경인팩,PP,PP12MPP12M／M10KG(황),19517.2000000000,KG,1200.5802545455,24090.0000000000,37378548.0000000000,853800.0000000000,38232348.0000000000,6롤, , 
20100727,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,16031.0000000000,KG,5624.3908950000,0.0000000000,32035209.0000000000,608250.0000000000,32643459.0000000000,수출 49, , 
20100728,(주)지엔에스트레이딩,PP,18MMx 15kg 삼성1650M두께0.9mm단중8.56g,2760.0000000000,KG,1840.0166666667,0.0000000000,4986408.0000000000,495867.0000000000,5482275.0000000000,내수1, , 
20100729,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(녹),300.0000000000,KG,2000.0000000000,0.0000000000,600000.0000000000,60000.0000000000,660000.0000000000,20롤, , 
2010/07  계,,,,138176.2,,49367.7040470925,90744,281674134,12435491,294109625,,,
20100803,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,1218.0000000000,KG,1841.0000000000,0.0000000000,2242454.0000000000,108256.0000000000,2350710.0000000000,수출 30, , 
20100804,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,840.0000000000,KG,1841.0000000000,0.0000000000,1546520.0000000000,0.0000000000,1546520.0000000000,수출 40, , 
20100805,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,15159.0000000000,KG,1293.3175000000,1424760.0000000000,26563503.0000000000,601965.0000000000,27165468.0000000000,수출 32, , 
20100807,대상산업,PE,PE28mm 2kgPE28M／M(백)2KG,930.0000000000,KG,2233.3333333333,0.0000000000,2127500.0000000000,212750.0000000000,2340250.0000000000,20박스, , 
20100809,광림포장기계컨베이어,PP,PP15MPP15M／M13KG,4846.0000000000,KG,1928.5714285714,0.0000000000,8619300.0000000000,861930.0000000000,9481230.0000000000,100롤, , 
20100810,대경(박타원),PE,PE28mm 2kgPE28M／M(백)2KG,5320.0000000000,KG,1962.3727272727,0.0000000000,10346900.0000000000,272860.0000000000,10619760.0000000000,20박스, , 
20100811,제일산업(주)(화성),PP,PP8MPP8M／M10KG(백),27234.0000000000,KG,1872.3437500000,0.0000000000,11069350.0000000000,1106935.0000000000,12176285.0000000000,70롤, , 
20100812,삼원포장산업,PE,PE28mm 2kgPE28M／M(백)2KG,3350.0000000000,KG,2521.4285714286,0.0000000000,7809000.0000000000,780900.0000000000,8589900.0000000000,10박스, , 
20100813,경인팩,PE,PE28mm 2kgPE28M／M(백)2KG,6125.0000000000,KG,1954.1666666667,0.0000000000,12566250.0000000000,1256625.0000000000,13822875.0000000000,50박스, , 
20100814,"SANYU CO.,LTD",PP,15 x 100M 0.55T15x100M0.55T황색,135307.1000000000,KG,107.2626250000,1388453.8000000000,40074975.0000000000,0.0000000000,40074975.0000000000, , ,17 KIC
20100816,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,5386.0000000000,KG,2071.5125000000,0.0000000000,10815334.0000000000,549665.0000000000,11364999.0000000000,수출 106, , 
20100817,RLBUTTON,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",8208.0000000000,KG,1195.7791571429,14074.0000000000,17520096.0000000000,72700.0000000000,17592796.0000000000, , ,412657
20100818,광림포장기계컨베이어,PP,PP12MPP12M／M10KG(황),23670.0000000000,KG,1752.6666666667,0.0000000000,8298500.0000000000,829850.0000000000,9128350.0000000000,50롤, , 
20100819,(주)지엔에스트레이딩,PP,18MMx 15kg 삼성1650M두께0.9mm단중8.56g,1304.0000000000,KG,1830.0333333333,0.0000000000,2400319.0000000000,147240.0000000000,2547559.0000000000,내수 30롤, , 
20100820,성산포장,PE,PE28mm 2kgPE28M／M(백)2KG,1368.0000000000,KG,2570.0000000000,0.0000000000,3423200.0000000000,342320.0000000000,3765520.0000000000,2박스, , 
20100823,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,3772.0000000000,KG,2002.0000000000,0.0000000000,7485256.0000000000,412157.0000000000,7897413.0000000000,수출 5, , 
20100824,금산포장,PE,PE28mm 2kgPE28M／M(백)2KG,2005.0000000000,KG,2100.0000000000,0.0000000000,4506500.0000000000,450650.0000000000,4957150.0000000000,30박스, , 
20100825,합동포장기계,PP,PP12MPP12M／M12.5(황),5900.0000000000,KG,2068.0000000000,0.0000000000,13071250.0000000000,1307125.0000000000,14378375.0000000000,70롤, , 
20100826,(주)지엔에스트레이딩,PP,18MMx 15kg 삼성1650M두께0.9mm단중8.56g,4121.0000000000,KG,1832.7750000000,0.0000000000,7600708.0000000000,163652.0000000000,7764360.0000000000,수출 130, , 
20100827,APACKPLASTIC,PP,"15 x 2,500M 0.64T15 x 2,500M 0.64T 청색",14167.5000000000,KG,1729.3263583333,15450.0000000000,29848730.0000000000,1139525.0000000000,30988255.0000000000,750 롤, , 
20100828,MARKCOLIN,PP,PP 12MM12MMx1000Mx0.55MM Blue,7294.8000000000,KG,2.1495400000,15325.8900000000,18305231.0000000000,0.0000000000,18305231.0000000000, , , 
20100830,(주)삼신,PE,PE28mm 2kgPE28M／M(백)2KG,51200.0000000000,KG,1688.6666666667,0.0000000000,3850000.0000000000,385000.0000000000,4235000.0000000000,50박스, , 
20100831,LANDEN,PP,"8 x 3,932M 0.55T8 x 3,932M 0.55T 백색",14414.0000000000,KG,1565.2997142857,26964.0000000000,34934128.0000000000,86076.0000000000,35020204.0000000000, , , 
2010/08  계,,,,343139.4,,39963.0055387013,2885027.69,285025004,11088181,296113185,,,
20100901,홍영산업,PE,PE28mm 2kgPE28M／M(백)2KG,7520.0000000000,KG,2427.2727272727,0.0000000000,17255000.0000000000,1725500.0000000000,18980500.0000000000,20박스, , 
20100902,(주)삼신,PE,PE28mm 2kgPE28M／M(백)2KG,4005.0000000000,KG,2155.5555555556,0.0000000000,8654000.0000000000,865400.0000000000,9519400.0000000000,50박스, , 
20100903,파워엠팩,PP,PP18MPP18M／M10KG(황),1450.0000000000,KG,2000.0000000000,0.0000000000,3270000.0000000000,327000.0000000000,3597000.0000000000,40롤, , 
20100906,제일산업(주)(화성),PP,PP6MMPP6M／M10KG(황),5988.0000000000,KG,1928.6923076923,0.0000000000,11338994.0000000000,793665.0000000000,12132659.0000000000,12롤, , 
20100907,광림포장기계컨베이어,PP,PP12MPP12M／M12.5(투명),2250.0000000000,KG,1750.0000000000,0.0000000000,3937500.0000000000,393750.0000000000,4331250.0000000000,20롤, , 
20100908,위니아만도(주),PP,18MMx 15kg 위니아1818MMx 15kg,31146.0000000000,KG,1358.7293800000,48938.4000000000,68146133.0000000000,1057500.0000000000,69203633.0000000000,300롤, , 
20100909,자강산업(주),PP,PP18MPP18M／M10KG(황),1740.0000000000,KG,1950.0000000000,0.0000000000,3189000.0000000000,318900.0000000000,3507900.0000000000,100롤, , 
20100910,(주)리코,PE,PE28mm 2kgPE28M／M(청)2KG,25900.5000000000,KG,1058.5589708333,1971527.5500000000,66217330.0000000000,1171092.0000000000,67388422.0000000000, , , 
20100913,태림PACK,PE,PE28mm 2kgPE28M／M(백)2KG,3994.5000000000,KG,2113.6666666667,0.0000000000,7897276.0000000000,279376.0000000000,8176652.0000000000,2박스, , 
20100914,KOMERI,PP,15 x 100M 0.55T15x100M0.55T황색,10292.0000000000,KG,1754.6069937500,1438000.0000000000,27763742.0000000000,779855.0000000000,28543597.0000000000, , ,PUS100621908 (Mizushima)
20100915,금산포장,PP,PP12MPP12M／M12.5KG(아.그린),3165.0000000000,KG,1887.5000000000,0.0000000000,5574500.0000000000,557450.0000000000,6131950.0000000000,50롤, , 
20100916,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,8083.0000000000,KG,1989.0000000000,0.0000000000,15121883.0000000000,619073.0000000000,15740956.0000000000,수출 183, , 
20100917,삼원산업,PP,PP12MPP12M／M12KG(황),6884.0000000000,KG,1803.4166666667,0.0000000000,11781686.0000000000,1178168.0000000000,12959854.0000000000,100롤, , 
20100920,위니아만도(주),PP,18MMx 15kg 위니아1818MMx 15kg,4524.0000000000,KG,2320.0000000000,0.0000000000,10361400.0000000000,1036140.0000000000,11397540.0000000000,300롤, , 
20100924,상일교역상사,PE,PE28mm 1.8kgPE28M／M(백) 1.8KG,18900.0000000000,KG,1.8000000000,33498.0000000000,38928025.0000000000,0.0000000000,38928025.0000000000, , ,CWC LA (4013660)
20100925,RLBUTTON,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",8251.4000000000,KG,4.0099500000,14754.0800000000,17145716.0000000000,0.0000000000,17145716.0000000000, , ,413266 (Lyttelton)
20100926,CORPORATEEXPRESS,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",3852.0000000000,KG,2.0338000000,7836.2400000000,9106494.0000000000,0.0000000000,9106494.0000000000, , ,QE11296
20100927,제일산업(주)(화성),PP,PP12MPP12M／M9KG(황),5629.0000000000,KG,2025.4166666667,0.0000000000,11620844.0000000000,937839.0000000000,12558683.0000000000,25롤, ,전무님요청으로 실제 12*10kg나갔음
20100928,합동포장기계,PE,PE28mm 2kgPE28M／M(백)2KG,1399.0000000000,KG,2371.4285714286,0.0000000000,2866800.0000000000,286680.0000000000,3153480.0000000000,10박스, , 
20100929,(주)일조씨앤큐,PE,PE28mm 2kgPE28M／M(백)2KG,3905.0000000000,KG,2031.2500000000,0.0000000000,7893750.0000000000,789375.0000000000,8683125.0000000000,5박스, , 
20100930,홍영산업,PE,PE28mm 2kgPE28M／M(백)2KG,4799.0000000000,KG,2225.6777777778,0.0000000000,9513353.0000000000,298603.0000000000,9811956.0000000000,20박스, , 
2010/09  계,,,,163677.4,,35158.6160343104,3514554.27,357583426,13415366,370998792,,,
20101001,위니아만도(주),PP,18MMx 15kg 위니아1818MMx 15kg,5856.0000000000,KG,2156.6666666667,0.0000000000,13385800.0000000000,1338580.0000000000,14724380.0000000000,300롤, , 
20101004,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,2760.0000000000,KG,1938.6666666667,0.0000000000,5190290.0000000000,333446.0000000000,5523736.0000000000,수출 48, , 
20101005,대경(박타원),PP,PP15MPP15M／M13KG(황),10163.0000000000,KG,2266.4467333333,0.0000000000,21423800.0000000000,526960.0000000000,21950760.0000000000,20롤, , 
20101006,자강산업(주),PP,PP18MPP18M／M10KG(황),2445.0000000000,KG,1975.7142857143,0.0000000000,4765750.0000000000,476575.0000000000,5242325.0000000000,50롤, , 
20101007,파워엠팩,PP,PP10.5MPP10.5M10KG(청),8250.0000000000,KG,1262.2785100000,1552400.0000000000,25246509.0000000000,429283.0000000000,25675792.0000000000,50롤, , 
20101008,국제산업기계,PE,PE28mm 2kgPE28M／M(백)2KG,25499.0000000000,KG,1785.3011764706,3436208.0000000000,56052725.0000000000,944400.0000000000,56997125.0000000000,10박스, , 
20101009,RLBUTTON,PP,"12 x 3,000M 0.60T12x3,000M0.60TBLUE",8263.6000000000,KG,3.4506125000,14767.3900000000,16501081.0000000000,0.0000000000,16501081.0000000000, , ,413267 Auckland
20101011,합동포장기계,PP,PP12MPP12M／M12.5(황),2075.0000000000,KG,1972.0000000000,0.0000000000,3819000.0000000000,381900.0000000000,4200900.0000000000,50롤, , 
20101012,삼원산업,PP,PP12MPP12M／M12KG(황),3837.0000000000,KG,1768.8571428571,0.0000000000,6751836.0000000000,667451.0000000000,7419287.0000000000,150롤, , 
20101013,ARMSTRONG,PP,PP 12MM12MMx1000Mx0.55MM Blue,14292.0000000000,KG,1057.4877642857,18605.6500000000,33095167.0000000000,1212660.0000000000,34307827.0000000000, , ,PO018212
20101014,광림포장기계컨베이어,PE,PE28mm 2kgPE28M／M(백)2KG,3520.0000000000,KG,1962.5000000000,0.0000000000,6761000.0000000000,676100.0000000000,7437100.0000000000,30박스, , 
20101015,POWERPAK,PP,PP 12MM12MMx1000Mx0.50MM Blue,8715.0000000000,KG,864.7831888889,13760.0400000000,20254626.0000000000,385989.0000000000,20640615.0000000000, , ,12867
20101018,경인팩,PE,PE50mm 2kgPE50M／M(백)2KG,4550.0000000000,KG,1887.5000000000,0.0000000000,9909000.0000000000,990900.0000000000,10899900.0000000000,160박스, ,수출용
20101019,신한화학포장기계(주),PE,PE28mm 2kgPE28M／M(백)2KG,5485.0000000000,KG,2307.1428571429,0.0000000000,11430400.0000000000,1143040.0000000000,12573440.0000000000,50박스, , 
20101020,제일산업(주)(화성),PP,PP8MPP8M／M10KG(백),6936.0000000000,KG,2146.1538461538,0.0000000000,13056050.0000000000,1305605.0000000000,14361655.0000000000,50롤, , 
20101021,대경(박타원),PE,PE28mm 2kgPE28M／M(백)2KG,495.0000000000,KG,1900.0000000000,0.0000000000,911250.0000000000,91125.0000000000,1002375.0000000000,3박스, , 
20101022,위니아만도(주),PP,18MMx 15kg 위니아1818MMx 15kg,22218.0000000000,KG,1665.5010625000,29862.0000000000,49150604.0000000000,1552002.0000000000,50702606.0000000000,300롤, , 
20101023,TSUKASA CHEMICAL INDUSTRY,PE,PE50mm 2kgPE50M／M(백)2KG,7080.0000000000,KG,173.0000000000,1220520.0000000000,16901883.0000000000,0.0000000000,16901883.0000000000, , ,KYC-34-0008
20101025,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,1840.0000000000,KG,2044.0000000000,0.0000000000,3996520.0000000000,245000.0000000000,4241520.0000000000,수출 16 , , 
20101026,신광포장기계(부산),PE,PE28mm 2kgPE28M／M(백)2KG,168.0000000000,KG,2700.0000000000,0.0000000000,453600.0000000000,45360.0000000000,498960.0000000000,7박스, , 
20101027,제일산업(주)(화성),PP,PP8MPP8M／M10KG(백),4716.0000000000,KG,2136.3636363636,0.0000000000,9284000.0000000000,928400.0000000000,10212400.0000000000,50롤, , 
20101028,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4582.0000000000,KG,1997.0000000000,0.0000000000,8624666.0000000000,158800.0000000000,8783466.0000000000,수출 24, , 
20101029,LANDEN,PP,"12 x 3,000M 0.62T12x3,000M0.62T백색",306714.0000000000,KG,646.6488235294,1464088.0000000000,86408186.0000000000,3267981.0000000000,89676167.0000000000, , ,100907-1
2010/10  계,,,,460459.6,,38617.462973073,7750211.08,423373743,17101557,440475300,,,
20101101,(주)시몬사,PE,PE28mm 2kgPE28M／M(백)2KG,2800.0000000000,KG,2390.0000000000,0.0000000000,6510000.0000000000,651000.0000000000,7161000.0000000000,20박스, , 
20101102,광림포장기계컨베이어,PP,PP15MPP15M／M10KG(황),4885.0000000000,KG,1981.8181818182,0.0000000000,9586500.0000000000,958650.0000000000,10545150.0000000000,100롤, , 
20101103,(주)범영화성,PE,PE28mm 2kgPE28M／M(백)2KG,6246.0000000000,KG,2050.4545454545,0.0000000000,12375013.0000000000,557032.0000000000,12932045.0000000000,20박스, , 
20101104,태영포장산업,PE,PE28mm 2kgPE28M／M(백)2KG,26550.0000000000,KG,1116.8560000000,2912984.0000000000,51034128.0000000000,1112450.0000000000,52146578.0000000000,5박스, , 
20101105,KOMERI,PP,15 x 100M 0.55T15x100M0.55T녹색,14152.0000000000,KG,1140.6146500000,1308900.0000000000,31291484.0000000000,1335000.0000000000,32626484.0000000000, , ,PUS100816906 NIIGATA
20101108,(주)지엔에스트레이딩,PP,18MMx 21kg 삼성2300M두께0.9mm단중9.1g,4724.0000000000,KG,1835.8750000000,0.0000000000,8692197.0000000000,99826.0000000000,8792023.0000000000,수출 158, , 
