일자,재고담당,거래처명,품목코드,품  목,품목별납기일자,환율,단가,원화  단가,단위단가,수량(kg),공급가액,원화합계,외화금액,오더번호,적요,법인명(삼성),오더번호,결제조건,거래유형명
20100112,조기현,광림포장기계컨베이어,P1500015,PP15MPP 15M／M 13KG(황),,0.0000000000,1650.0000000000,0,330,1300.0000000000,2145000.0000000000,2359500.0000000000,0.0000000000, , , , , ,세금계산서
20100112,김형철,동광산업,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2500.0000000000,0,0,400.0000000000,1000000.0000000000,1100000.0000000000,0.0000000000, , , , , ,세금계산서
20100112,조기현,백암지관공업사,P1200001,PP12MPP 12M／M 10KG(황),,0.0000000000,1650.0000000000,0,402.43902439024390243902439024,100.0000000000,165000.0000000000,181500.0000000000,0.0000000000, , , , , ,세금계산서
20100112,김형철,태현포장기계,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2400.0000000000,0,0,1680.0000000000,4032000.0000000000,4435200.0000000000,0.0000000000, , , , , ,세금계산서
20100112,김형철,광림포장기계컨베이어,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2500.0000000000,0,0,960.0000000000,2400000.0000000000,2640000.0000000000,0.0000000000, , , , , ,세금계산서
20100113,조기현,"SANYU CO.,LTD",P1501551,15 x 100M 0.55T15 x 100M 0.55T 황색,20100112,12.3423000000,294.7368000000,3637.73000664,775.62315789473684210526315789,228.0000000000,829403.0000000000,829403.0000000000,67200.0000000000, , , ,13 KIC,"T/T BASE (CIF TOKYO, JAPAN)",수출
20100113,조기현,"SANYU CO.,LTD",P1625551,"15.5 x 2,500M 0.55T15.5 x 2,500M 0.55T황색",20100112,12.3423000000,149.9000000000,1850.11077,36.560975609756097560975609756,1400.0000000000,2590155.0000000000,2590155.0000000000,209860.0000000000, , , ,13 KIC,"T/T BASE (CIF TOKYO, JAPAN)",수출
20100113,조기현,"SANYU CO.,LTD",P1625552,"15.5 x 2,500M 0.55T15.5 x 2,500M 0.55T청색",20100112,12.3423000000,149.9000000000,1850.11077,36.560975609756097560975609756,2000.0000000000,3700222.0000000000,3700222.0000000000,299800.0000000000, , , ,13 KIC,"T/T BASE (CIF TOKYO, JAPAN)",수출
20100113,조기현,"SANYU CO.,LTD",P1625553,"15.5 x 2,500M 0.55T15.5 x 2,500M 0.55T녹색",20100112,12.3423000000,149.9000000000,1850.11077,36.560975609756097560975609756,3600.0000000000,6660397.0000000000,6660397.0000000000,539640.0000000000, , , ,13 KIC,"T/T BASE (CIF TOKYO, JAPAN)",수출
20100113,김형철,대상산업,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2400.0000000000,0,0,720.0000000000,1728000.0000000000,1900800.0000000000,0.0000000000, , , , , ,세금계산서
20100113,김형철,대상산업,E2800003,PE28mm 2kgPE 28M／M(청) 2KG,,0.0000000000,2450.0000000000,0,0,120.0000000000,294000.0000000000,323400.0000000000,0.0000000000, , , , , ,세금계산서
20100113,김형철,신광포장기계(부산),E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2600.0000000000,0,0,72.0000000000,187200.0000000000,205920.0000000000,0.0000000000, , , , , ,세금계산서
20100113,김형철,한량지대,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2600.0000000000,0,0,40.0000000000,104000.0000000000,114400.0000000000,0.0000000000, , , , , ,세금계산서
20100113,조기현,대상산업,P1200007,PP12MPP 12M／M 12.5(황),,0.0000000000,1650.0000000000,0,402.43902439024390243902439024,375.0000000000,618750.0000000000,680625.0000000000,0.0000000000, , , , , ,세금계산서
20100114,김형철,경인팩,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2250.0000000000,0,0,2400.0000000000,5400000.0000000000,5940000.0000000000,0.0000000000, , , , , ,세금계산서
20100114,조기현,파워엠팩,p0900010,PP9MMPP 9M／M 13KG(투명),,0.0000000000,1700.0000000000,0,629.62962962962962962962962963,91.0000000000,154700.0000000000,170170.0000000000,0.0000000000, , , , , ,세금계산서
