00~26 구매조회,,,,,,,,
일자-No.,거래처명,품목명,금액합계,거래유형,창고명,회계반영여부,인쇄,불러온 전표
20221007-3,삼보팩,패드 450 [450*200 적색] 외 1건,1363120,세금계산서,PP,Y,인쇄,조회
20221007-2,덕흥수지,PP원료(A),25740000,세금계산서,PP,Y,인쇄,조회
20221007-1,(주)플라스틱과사람들,PPF [PPF 1136 ASL],618750,세금계산서,PP,Y,인쇄,조회
20221006-6,제이케이머티리얼즈(주)／순성공장,PP원료,6138000,세금계산서,PP,Y,인쇄,조회
20221006-5,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1800m] 외 1건,153813,세금계산서,상품,Y,인쇄,조회
20221006-4,한국파렛트풀(주),팔레트 1100*1100*120 [1100*1100*120 7kg],2772000,세금계산서,PP,Y,인쇄,조회
20221006-3,성진산업롤,고무롤 [피복[240*220]] 외 1건,1144000,세금계산서,PE,Y,인쇄,조회
20221006-2,(주)한국바코드시스템,출장 A/S및 셋업,88000,세금계산서,PP,Y,인쇄,조회
20221006-1,백암지관공업사,지관 200 [지관 200＊8＊186],1249248,세금계산서,PP,Y,인쇄,조회
20221005-1,효창산업,CALPET [CALPET],4950000,세금계산서,PP,Y,인쇄,조회
20221004-1,(주)대원우드,팔레트 1200*1200 [1200*1200] 외 4건,660000,세금계산서,PP,Y,인쇄,조회
20221001-1,(주)스피드랩코리아,스트레치필름(일반 핸드랩 20) [20*500mm*350m] 외 2건,4515302,세금계산서,PP,Y,인쇄,조회
20220930-2,주식회사 썬에이스,CM-1120H_25KG 외 3건,9180600,세금계산서,PP,Y,인쇄,조회
20220930-1,삼보팩,미국박스 [420 200 425],1100880,세금계산서,PP,Y,인쇄,조회
20220929-2,(주)경남캐미칼,MB 307 [M／B 307 Yellow] 외 1건,3960000,세금계산서,PP,Y,인쇄,조회
20220929-1,백암지관공업사,지관 200 [지관 200＊8＊190],1561560,세금계산서,PP,Y,인쇄,조회
20220928-4,(주)넥스텍케미칼,PP원료 [VM 3020FL],1155000,세금계산서,PP,Y,인쇄,조회
20220928-3,동원화학수지,PP노랑 [PP노랑] 외 1건,10869650,세금계산서,PP,Y,인쇄,조회
20220928-2,(주)영화수출포장,박스 (#28*6kg박스) [465 455 245],828300,세금계산서,PE,Y,인쇄,조회
20220928-1,파코팩(PACO PACK),PP15M [PP15M／M10KG(자동용인쇄밴드)] 외 1건,2029500,세금계산서,상품,Y,인쇄,조회
20220927-3,백암지관공업사,지관 50 [지관 50＊5＊182] 외 1건,2032800,세금계산서,PE,Y,인쇄,조회
20220927-2,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1800m] 외 3건,282722,세금계산서,상품,Y,인쇄,조회
20220927-1,주식회사 썬에이스,MF5000(PE원료) [MF5000_500KG],20196000,세금계산서,PE,Y,인쇄,조회
20220926-1,삼보팩,고메리 12입(IN) [410*275*180],2090000,세금계산서,PE,Y,인쇄,조회
20220923-3,S-OIL(주)온산공장,HD500/PP50DW [500KG],39875000,세금계산서,PP,Y,인쇄,조회
20220923-2,삼보팩,박스 외부 PE (폴리밴드) [320 190 780] 외 1건,1508760,세금계산서,PE,Y,인쇄,조회
20220923-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,1329328,세금계산서,PP,Y,인쇄,조회
20220922-3,제이케이머티리얼즈(주)／순성공장,PP원료,32802132,세금계산서,PP,Y,인쇄,조회
20220922-2,(주)스피드랩코리아,스트레치필름(일반 핸드랩 20) [20*500mm*350m],1179552,세금계산서,상품,Y,인쇄,조회
20220922-1,재생산업,PP 재생원료 [PP원료(A)],36036000,세금계산서,PP,Y,인쇄,조회
20220921-2,금성포장,패드 540 [540*200] 외 1건,1952500,세금계산서,PP,Y,인쇄,조회
20220921-1,덕흥수지,PP원료(A),25740000,세금계산서,PP,Y,인쇄,조회
20220920-2,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1400m],1883750,세금계산서,PP,Y,인쇄,조회
20220920-1,디엘에프엔씨 주식회사,PP원료 [대림 A] 외 1건,34422080,세금계산서,PP,Y,인쇄,조회
20220919-4,효창산업,CALPET [CALPET],110000,세금계산서,PP,Y,인쇄,조회
20220919-2,주식회사 썬에이스,Y-120_25kg,847000,세금계산서,PP,Y,인쇄,조회
20220919-1,백암지관공업사,지관 200 [지관 200＊8＊190],1249248,세금계산서,PP,Y,인쇄,조회
20220916-2,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1400m],1883750,세금계산서,상품,Y,인쇄,조회
20220916-1,덕흥수지,PP원료(A),25740000,세금계산서,PP,Y,인쇄,조회
20220915-2,(주)대원우드,팔레트 1140*1140 [1140*1140] 외 8건,792000,세금계산서,PP,Y,인쇄,조회
20220915-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 2건,2266264,세금계산서,PP,Y,인쇄,조회
20220913-2,(주)경남캐미칼,MB 820FL [M／B 820FL（BLACK）] 외 1건,1485000,세금계산서,PP,Y,인쇄,조회
20220913-1,일신케미칼,PP임가공 [PP임가공],1902560,세금계산서,PP,Y,인쇄,조회
20220908-5,주식회사 썬에이스,MF5000(PE원료) [MF5000_500KG],20196000,세금계산서,PP,Y,인쇄,조회
20220908-4,S-OIL(주)온산공장,HD500/PP50DW [500KG],39875000,세금계산서,PP,Y,인쇄,조회
20220908-3,(주)경남캐미칼,MB 820FL [M／B 820FL（BLACK）] 외 1건,693000,세금계산서,PP,Y,인쇄,조회
20220908-2,삼진폴리텍,CALPET [강도보강제#1102-C] 외 1건,132000,세금계산서,PP,Y,인쇄,조회
20220908-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,1409408,세금계산서,PP,Y,인쇄,조회
20220907-1,삼보팩,패드 400 [패드 400＊200 적색],1953600,세금계산서,PP,Y,인쇄,조회
20220906-3,재생산업,PP 재생원료 [PP원료(A)],37422000,세금계산서,PP,Y,인쇄,조회
20220906-2,백암지관공업사,지관 200 [지관 200＊8＊190],1249248,세금계산서,PP,Y,인쇄,조회
20220906-1,파코팩(PACO PACK),15M/M (수축밴드) [15mm*1300m* 0.6mm(T) 10KG(투명)] 외 1건,4490200,세금계산서,상품,Y,인쇄,조회
20220905-1,두성엔지니어링,와인다캠 가공 외 4건,2491500,세금계산서,PP,Y,인쇄,조회
20220901-3,일신케미칼,PP임가공 [PP임가공],2959000,세금계산서,PP,Y,인쇄,조회
20220901-2,백암지관공업사,지관 200 [지관 200＊4＊155] 외 3건,1907246,세금계산서,PP,Y,인쇄,조회
20220901-1,동원화학수지,PP원료 [투명] 외 1건,4974750,세금계산서,PP,Y,인쇄,조회
20220831-4,주식회사 썬에이스,원료 [LF511_25KG] 외 2건,1194875,세금계산서,PP,Y,인쇄,조회
20220831-3,제이케이머티리얼즈(주)／순성공장,PP원료,25618120,세금계산서,PP,Y,인쇄,조회
20220831-2,성진산업롤,고무롤 [연마[1100*210]] 외 2건,1243000,세금계산서,PP,Y,인쇄,조회
20220831-1,삼보팩,미국박스 [440 200 445] 외 1건,772772,세금계산서,PP,Y,인쇄,조회
20220830-2,(주)경남캐미칼,MB 307 [M／B 307 Yellow] 외 1건,3025000,세금계산서,PP,Y,인쇄,조회
20220830-1,(주)대원우드,팔레트 1080＊1080 [1080＊1080] 외 8건,1108800,세금계산서,PP,Y,인쇄,조회
20220826-4,제이케이머티리얼즈(주)／순성공장,PP원료,22991452,세금계산서,PP,Y,인쇄,조회
20220826-3,백암지관공업사,지관 200 [지관 200＊8＊186],1249248,세금계산서,PP,Y,인쇄,조회
20220826-2,백암지관공업사,지관 50 [지관 50＊5＊182],1597200,세금계산서,PP,Y,인쇄,조회
20220826-1,(주)스피드랩코리아,스트레치필름(기능 핸드랩) [15*500mm*400m] 외 1건,2647392,세금계산서,상품,Y,인쇄,조회
20220825-4,파코팩(PACO PACK),PP6MM [PP6M／M5KG(황)] 외 1건,952600,세금계산서,상품,Y,인쇄,조회
20220825-3,디엘에프엔씨 주식회사,PP원료 [대림 A],35904000,세금계산서,PP,Y,인쇄,조회
20220825-1,(주)영화수출포장,박스 내수PE(폴리밴드) [320 190 780],917840,세금계산서,PE,Y,인쇄,조회
20220824-1,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1400m],2036650,세금계산서,상품,Y,인쇄,조회
20220823-4,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1400m],2036650,세금계산서,상품,Y,인쇄,조회
20220823-3,백암지관공업사,지관 100 [지관 100*5.5*143] 외 3건,1995752,세금계산서,PP,Y,인쇄,조회
20220823-2,금성포장,패드 540 [540*200],1155000,세금계산서,PP,Y,인쇄,조회
20220823-1,덕흥수지,PP원료(A),22275000,세금계산서,PP,Y,인쇄,조회
20220822-3,동원화학수지,PP원료 [잡색] 외 2건,5643000,세금계산서,PP,Y,인쇄,조회
20220822-2,주식회사 썬에이스,Y-130 (PP원료) [Y-130_500kg],42350000,세금계산서,PP,Y,인쇄,조회
20220822-1,지영,팔레트 1100*1100 [1100*1100],2094400,세금계산서,PP,Y,인쇄,조회
20220819-3,제이케이머티리얼즈(주)／순성공장,PP원료,11508992,세금계산서,PP,Y,인쇄,조회
20220819-2,S-OIL(주)온산공장,HD500/PA25DW [25KG],37540800,세금계산서,PP,Y,인쇄,조회
20220819-1,백암지관공업사,지관 200 [지관 200＊8＊190],1249248,세금계산서,PP,Y,인쇄,조회
20220818-3,금성포장,타이거팩 4500 C/T 320 [320*130*320] 외 1건,1284250,세금계산서,PP,Y,인쇄,조회
20220818-2,(주)스피드랩코리아,스트레치필름(일반 핸드랩) [25*500mm*300m] 외 1건,229020,세금계산서,상품,Y,인쇄,조회
20220818-1,디엘에프엔씨 주식회사,PP원료 [대림 A],37303200,세금계산서,PP,Y,인쇄,조회
20220817-1,백암지관공업사,지관 200 [지관 200＊8＊190],1249248,세금계산서,PP,Y,인쇄,조회
20220816-3,주식회사 썬에이스,MF5000(PE원료) [MF5000_500KG] 외 1건,10098000,세금계산서,PE,Y,인쇄,조회
20220816-2,삼보팩,서플라이웨이BOX(White/SWPS12350WH) [440*200*445],1677406,세금계산서,PP,Y,인쇄,조회
20220816-1,금성포장,패드 540 [540*200],1155000,세금계산서,PP,Y,인쇄,조회
20220812-4,백암지관공업사,지관 200 [지관 200＊8＊190],1873872,세금계산서,PP,Y,인쇄,조회
20220812-2,파코팩(PACO PACK),동판비 [동판비] 외 1건,220000,세금계산서,상품,Y,인쇄,조회
20220812-1,파코팩(PACO PACK),"12 x 3,000M 0.63T Clear w/EST 2497 Black printed [12 x 3,000M 0.63T Clear w/EST 2497 Black printed]",3096000,영세율,상품,Y,인쇄,조회
20220811-2,삼환강업(주),STEEL 19MMx0.56x16KG BLACK MINI RIBBON [STEEL 19MMx0.56x16KG BLACK MINI RIBBON] 외 1건,17476223,영세율,상품,Y,인쇄,조회
20220811-1,재생산업,PP 재생원료 [PP원료(A)] 외 2건,36806000,세금계산서,PP,Y,인쇄,조회
20220810-9,금정기획,라벨(아트지도안 타이거팩) 4502 [120*65] 외 2건,330000,세금계산서,PP,Y,인쇄,조회
20220810-8,(주)경남캐미칼,MB 510-2 [M／B 510-2 (BLUE)] 외 1건,3795000,세금계산서,PP,Y,인쇄,조회
20220810-7,가나수지,PP 재생원료 [투명(A)] 외 1건,8421600,세금계산서,PP,Y,인쇄,조회
20220810-6,일신케미칼,PP임가공 [PP임가공],1801360,세금계산서,PP,Y,인쇄,조회
20220810-5,한국파렛트풀(주),팔레트 1100*1100*120 [1100*1100*120 7kg],2772000,세금계산서,PP,Y,인쇄,조회
20220810-4,(주)스피드랩코리아,스트레치필름(일반 핸드랩) [20*300*380m],1335840,세금계산서,상품,Y,인쇄,조회
20220810-3,백암지관공업사,지관 50 [지관 50＊5＊182] 외 2건,2614216,세금계산서,PP,Y,인쇄,조회
20220810-2,(주)낙원포장,반자동밴딩기 [strapack IQ-400],825000,세금계산서,상품,Y,인쇄,조회
20220810-1,우선산업,PP9MM [PP9M／M9.5KG(백색)],2198889,세금계산서,상품,Y,인쇄,조회
20220809-5,S-OIL(주)온산공장,ME100/PC25DW (O.G) [25KG],36575000,세금계산서,PP,Y,인쇄,조회
20220809-3,동원화학수지,PP원료 [투명],5751900,세금계산서,PP,Y,인쇄,조회
20220809-2,삼보팩,패드 450 [패드 450＊200 무지] 외 1건,1342343,세금계산서,PP,Y,인쇄,조회
20220809-1,금성포장,패드 420 [420＊200 (아이엠센트럴)],880000,세금계산서,PP,Y,인쇄,조회
20220804-1,(주)한국바코드시스템,바코드리본 60 [60*300 OUT] 외 1건,726000,세금계산서,PP,Y,인쇄,조회
20220803-1,S-OIL(주)온산공장,HD500/PP50DW [500KG],42075000,세금계산서,PP,Y,인쇄,조회
20220802-2,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1400m],4073300,세금계산서,상품,Y,인쇄,조회
20220802-1,주식회사 썬에이스,MF5000(PE원료) [MF5000_500KG],10098000,세금계산서,PE,Y,인쇄,조회
20220801-1,덕흥수지,PP원료(A),23100000,세금계산서,PP,Y,인쇄,조회
20220731-2,주식회사 썬에이스,SFC원료 [SFC-851_25KG] 외 6건,3837900,세금계산서,PP,Y,인쇄,조회
20220731-1,제이케이머티리얼즈(주)／순성공장,PP원료,15435728,세금계산서,PP,Y,인쇄,조회
20220729-2,백암지관공업사,지관 200 [지관 200＊8＊190] 외 2건,1641640,세금계산서,PP,Y,인쇄,조회
20220729-1,금정기획,라벨(아트지0384) [110*45] 외 2건,198000,세금계산서,PP,Y,인쇄,조회
20220728-2,주식회사 썬에이스,Y-130SA(0.G) [(PP원료)],10692000,세금계산서,PP,Y,인쇄,조회
20220728-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외 2건,2034032,세금계산서,PP,Y,인쇄,조회
20220727-3,S-OIL(주)온산공장,HD500/PP50DW [500KG],21516000,세금계산서,PP,Y,인쇄,조회
20220727-2,주식회사 썬에이스,MF5000SA(PE O.G) [25KG],42075000,세금계산서,PP,Y,인쇄,조회
20220727-1,두성엔지니어링,와인다캠 가공 외 3건,1430000,세금계산서,PP,N,인쇄,조회
20220726-2,금성포장,무지 460 [460*130*460] 외 1건,2541000,세금계산서,PP,Y,인쇄,조회
20220726-1,백암지관공업사,지관 406 [지관 406＊6＊155] 외 2건,2051632,세금계산서,PP,Y,인쇄,조회
20220721-2,효창산업,CALPET [CALPET] 외 1건,5038000,세금계산서,PP,Y,인쇄,조회
20220721-1,신일이에프에스 주식회사,PP원료 [재생 PP-백색] 외 1건,12347500,세금계산서,PP,Y,인쇄,조회
20220720-4,두성엔지니어링,밴드 가이드 로라 / 브라켓트 [Φ40*93 / Φ20*70],418000,세금계산서,PP,N,인쇄,조회
20220720-3,디엘에프엔씨 주식회사,PP원료 [대림 A],36696000,세금계산서,PP,Y,인쇄,조회
20220720-2,백암지관공업사,지관 200 [지관 200＊4＊189] 외 2건,2034032,세금계산서,PP,Y,인쇄,조회
20220720-1,금성포장,패드 430 [패드 430＊200 무지],1595000,세금계산서,PP,Y,인쇄,조회
20220719-2,진영프라스틱,PP 청색 [PP 청색],11495000,세금계산서,PP,Y,인쇄,조회
20220719-1,성은산업,수축필름 [220*145 (고메리)],2079000,세금계산서,PP,Y,인쇄,조회
20220718-1,삼보팩,고메리 12입(IN) [410*275*180],2090000,세금계산서,PP,Y,인쇄,조회
20220715-1,재생산업,PP 재생원료 [PP원료(OG)],39875000,세금계산서,PP,Y,인쇄,조회
20220713-2,삼보팩,써마크래프트 C/T 260 [260*132*263],2274316,세금계산서,PP,Y,인쇄,조회
20220713-1,진흥산업,폴리백 26＊44 [폴리백 24＊44] 외 1건,1952720,세금계산서,PE,Y,인쇄,조회
20220712-4,S-OIL(주)온산공장,HD500/PP50DW [500KG],44825000,세금계산서,PP,Y,인쇄,조회
20220712-3,백암지관공업사,지관 200 [지관 200＊4＊189] 외 1건,1721720,세금계산서,PP,Y,인쇄,조회
20220712-2,파코팩(PACO PACK),인쇄밴드(솔표) [PP15M／M10KG],2222000,세금계산서,상품,Y,인쇄,조회
20220712-1,삼보팩,패드 400 [패드 400＊200 적색] 외 1건,2904396,세금계산서,PP,Y,인쇄,조회
20220711-3,일신케미칼,PP임가공 [PP임가공],2647480,세금계산서,PP,Y,인쇄,조회
20220711-2,(주)영화수출포장,2020 B6 6KG [465 455 250] 외 2건,2409467,세금계산서,PP,Y,인쇄,조회
20220711-1,(주)영화수출포장,D-28 포리테이프 [780*315*205],719950,세금계산서,PP,Y,인쇄,조회
20220708-2,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1400m],2036650,세금계산서,PP,Y,인쇄,조회
20220708-1,백암지관공업사,지관 50 [지관 50＊5＊182] 외 2건,2534136,세금계산서,PP,Y,인쇄,조회
20220707-2,(주)스피드랩코리아,스트레치필름(일반 기계랩) [20*500mm*1400m],2036650,세금계산서,PP,Y,인쇄,조회
20220707-1,금정기획,라벨(아트지도안 AWP) 2012 [115*55] 외 2건,151800,세금계산서,PP,Y,인쇄,조회
20220706-5,(주)경남캐미칼,MB 307 [M／B 307 Yellow],2035000,세금계산서,PP,Y,인쇄,조회
20220706-4,S-OIL(주)온산공장,HD500/PP50DW [500KG],44825000,세금계산서,PP,Y,인쇄,조회
20220706-3,금성포장,옴니원패드 430 [430*200] 외 2건,1876270,세금계산서,PP,Y,인쇄,조회
20220706-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외 2건,1815132,세금계산서,PP,Y,인쇄,조회
20220706-1,(주)스피드랩코리아,스트레치필름(일반 기계랩) [25*500mm*1400m] 외 1건,1808950,세금계산서,상품,Y,인쇄,조회
20220705-2,성진산업롤,고무롤 [피복[240*220]] 외 1건,1034000,세금계산서,PP,Y,인쇄,조회
20220705-1,덕흥수지,PP원료(A),23100000,세금계산서,PP,Y,인쇄,조회
20220704-3,(주)대원우드,팔레트 1060＊1060 [1060＊1060] 외 8건,1135200,세금계산서,PP,Y,인쇄,조회
20220704-2,가나수지,PP 재생원료 [노랑] 외 2건,11920590,세금계산서,PP,Y,인쇄,조회
20220704-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,1249248,세금계산서,PP,Y,인쇄,조회
20220701-1,(주)스피드랩코리아,스트레치필름(기능 핸드랩) [15*500mm*400m],2995520,세금계산서,PP,Y,인쇄,조회
20220630-1,두성엔지니어링,밴드노즐 가공 [(2.6*50/60/70*4)/38T*70*595],1980000,세금계산서,PP,Y,인쇄,조회
20220629-1,백암지관공업사,지관 406 [지관 406＊6＊155],1364352,세금계산서,PP,Y,인쇄,조회
20220628-3,주식회사 썬에이스,Pelestat PVL 외 2건,10733250,세금계산서,PP,Y,인쇄,조회
20220628-2,삼보팩,패드 610 [610*406 무지],1199000,세금계산서,PP,Y,인쇄,조회
20220628-1,백암지관공업사,지관 50 [지관 50＊5＊225] 외 3건,1648812,세금계산서,PP,Y,인쇄,조회
20220627-2,(주)낙원포장,콘트롤보드,418000,세금계산서,PP,Y,인쇄,조회
20220627-1,(주)경남캐미칼,MB 820FL [M／B 820FL（BLACK）] 외 2건,4647500,세금계산서,PP,Y,인쇄,조회
20220624-3,백암지관공업사,지관 200 [지관 200＊8＊186] 외 2건,1739320,세금계산서,PP,Y,인쇄,조회
20220624-2,일신케미칼,PP임가공 [PP임가공],2829640,세금계산서,PP,Y,인쇄,조회
20220624-1,재생산업,PP 재생원료 [PP원료(A)] 외 1건,38962000,세금계산서,PP,Y,인쇄,조회
20220623-2,재생산업,PP 재생원료 [PP원료(A)] 외 2건,37730000,세금계산서,PP,Y,인쇄,조회
20220623-1,에어팩코리아,에어백 APK-1022 (1000*2200) [에어백 1000*2200],508200,세금계산서,PP,Y,인쇄,조회
