00~26 구매조회,,,,,,,,
일자-No.,거래처명,품목명,금액합계,거래유형,창고명,회계반영여부,인쇄,불러온 전표
20140721-4,성신목재,수출용 나무박스 [Box 1220*1000*2100 열처리],231000,세금계산서,PP,Y,인쇄,조회
20140721-3,(주)삼신,PE원료 [재생],24714668,세금계산서,PE,Y,인쇄,조회
20140721-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,786231,세금계산서,PP,Y,인쇄,조회
20140718-2,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）] 외  1건,841500,세금계산서,PP,Y,인쇄,조회
20140718-1,삼보팩,패드540(무인쇄) [패드540*200],811800,세금계산서,PP,Y,인쇄,조회
20140717-2,삼보팩,서플라이웨이BOX(White) [440*200*445] 외  3건,1735250,세금계산서,PP,Y,인쇄,조회
20140717-1,효창산업,CALPET [CALPET],2904000,세금계산서,PP,Y,인쇄,조회
20140716-2,금성상회,PP원료 [호프렌],5651250,세금계산서,PP,Y,인쇄,조회
20140716-1,(주)제일에스엔씨,스트레치필름(일반 핸드) [20*500*400],793320,세금계산서,PP,Y,인쇄,조회
20140715-2,백암지관공업사,지관 200 [지관 200＊8＊186],202950,세금계산서,PP,Y,인쇄,조회
20140715-1,지에스칼텍스(주),H430 [500KG] 외  1건,22858000,세금계산서,PP,Y,인쇄,조회
20140714-2,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],561000,세금계산서,PP,Y,인쇄,조회
20140714-1,백암지관공업사,지관 280 [지관 280＊8＊187] 외  1건,1004586,세금계산서,PP,Y,인쇄,조회
20140710-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,447859,세금계산서,PP,Y,인쇄,조회
20140710-1,(주)삼신,PP원료,24529076,세금계산서,PP,Y,인쇄,조회
20140709-3,백암지관공업사,지관 50 [지관 50＊5＊181],2178000,세금계산서,PE,Y,인쇄,조회
20140709-2,(주)제일에스엔씨,스트레치필름(일반 핸드) [18*500*400] 외  1건,793452,세금계산서,PP,Y,인쇄,조회
20140708-2,삼보팩,패드 430 [패드 430＊200 (무지)] 외  2건,1089660,세금계산서,PP,Y,인쇄,조회
20140708-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,859042,세금계산서,PP,Y,인쇄,조회
20140707-4,두성엔지니어링,타이밍 [L TYPE 타이밍 폴리가공 10T],440000,세금계산서,PP,Y,인쇄,조회
20140707-3,지에스칼텍스(주),H430-A (O.G) [25KG],22308000,세금계산서,PP,Y,인쇄,조회
20140707-2,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외  2건,1023000,세금계산서,PP,Y,인쇄,조회
20140707-1,영창프라스틱,STOPPER 500 PCS [STOPPER 500 PCS 투명],297000,세금계산서,PP,Y,인쇄,조회
20140704-4,두성엔지니어링,밴드 S Type [고리],440000,세금계산서,PP,Y,인쇄,조회
20140704-3,프로켐 주식회사,MF5000(PE원료),23364000,세금계산서,PE,Y,인쇄,조회
20140704-2,한국바코드시스템,라벨(아트지도안 파워팩) 4502 [120*65] 외  4건,594000,세금계산서,PP,Y,인쇄,조회
20140704-1,금정기획,라벨(아트지무지)108*50 [[108*50 ]] 외  1건,517000,세금계산서,PP,Y,인쇄,조회
20140703-2,프로켐 주식회사,5000ST(PE원료),11484000,세금계산서,PE,Y,인쇄,조회
20140703-1,백암지관공업사,지관 406 [지관 406＊6＊155] 외  1건,661377,세금계산서,PP,Y,인쇄,조회
20140702-3,(주)삼신,PP원료,24755368,세금계산서,PP,Y,인쇄,조회
20140702-2,제이케이머티리얼즈(주),PP원료,4670160,세금계산서,PP,Y,인쇄,조회
20140702-1,성신목재,팔레트 1100*1100 [1100*1100] 외  14건,675950,세금계산서,PP,Y,인쇄,조회
20140701-1,금성상회,PP원료,7260000,세금계산서,PP,Y,인쇄,조회
20140630-2,프로켐 주식회사,Y-120H [pp원료],987250,세금계산서,PP,Y,인쇄,조회
20140630-1,지에스칼텍스(주),H430 [500KG],22968000,세금계산서,PP,Y,인쇄,조회
20140626-4,(주)그린엔텍,PP원료,41416320,세금계산서,PP,Y,인쇄,조회
20140626-3,삼보팩,고메리 12입(IN) [410*275*180] 외  1건,1020690,세금계산서,PP,Y,인쇄,조회
20140626-2,(주)세우케미칼,E308 [E308],29370000,세금계산서,PE,Y,인쇄,조회
20140626-1,삼보팩,고메리 12입(IN) [410*275*180] 외  1건,2309010,세금계산서,PP,Y,인쇄,조회
20140625-6,대양스트랩(주),PET 19.05x1.02X800M [PET 19.05x1.02X800M D/G SMOOTH],5472000,영세율,PP,Y,인쇄,조회
20140625-5,동진씨엔피,박스 D-28폴리테잎 [760 310 205] 외  4건,3600333,세금계산서,PE,Y,인쇄,조회
20140625-4,두성엔지니어링,다이스수리 외  1건,495000,세금계산서,PP,Y,인쇄,조회
20140625-3,백암지관공업사,지관 200 [지관 200＊8＊189],1022868,세금계산서,PP,Y,인쇄,조회
20140625-2,(주)삼신,PE원료 [재생],23176208,세금계산서,PE,Y,인쇄,조회
20140624-3,프로켐 주식회사,MF5000(PE원료) 외  1건,17523000,세금계산서,PE,Y,인쇄,조회
20140624-2,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],448800,세금계산서,PP,Y,인쇄,조회
20140624-1,금성상회,PE원료 [재생],8635000,세금계산서,PE,Y,인쇄,조회
20140623-3,삼환강업(주),STEEL 19MMx0.80MM ZINC COATED HT ROPE [STEEL 19MMx0.80MM ZINC COATED HT ROPE],5312891,영세율,PP,Y,인쇄,조회
20140623-2,삼보팩,패드 420 [패드 420＊200] 외  1건,2062500,세금계산서,PP,Y,인쇄,조회
20140623-1,경인팩,리프트레버,33000,세금계산서,PP,Y,인쇄,조회
20140620-1,백암지관공업사,지관 50 [지관 50＊5＊181],2178000,세금계산서,PE,Y,인쇄,조회
20140619-2,백암지관공업사,지관 280 [지관 280＊8＊187] 외  2건,809021,세금계산서,PP,Y,인쇄,조회
20140619-1,지에스칼텍스(주),H430 [500KG],22968000,세금계산서,PE,Y,인쇄,조회
20140618-5,(주)경남케미칼,MB 510（B [M／B 510（BLUE）] 외  2건,924000,세금계산서,PP,Y,인쇄,조회
20140618-4,(주)동원화학,PP18M [PP18M／M 8 KG (황)] 외  1건,1061280,세금계산서,PP,Y,인쇄,조회
20140618-3,삼보팩,패드540(무인쇄) [패드540*200],811800,세금계산서,PP,Y,인쇄,조회
20140618-2,두성엔지니어링,밴드가이드 [후렌지가공 M/C 나이론],924000,세금계산서,PP,Y,인쇄,조회
20140618-1,금성상회,PP원료,16500000,세금계산서,PP,Y,인쇄,조회
20140617-1,금성상회,PP원료 외  1건,15546080,세금계산서,PP,Y,인쇄,조회
20140616-3,제이케이머티리얼즈(주),PP원료,15934050,세금계산서,PP,Y,인쇄,조회
20140616-2,진영프라스틱,PP원료,5981250,세금계산서,PP,Y,인쇄,조회
20140616-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,859042,세금계산서,PP,Y,인쇄,조회
20140612-1,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명],387835,영세율,영창프라스틱,Y,인쇄,조회
20140611-6,(주)삼신,PP원료,24696760,세금계산서,PP,Y,인쇄,조회
20140611-5,삼보팩,미국박스 580 [580*170*580] 외  2건,1153240,세금계산서,PP,Y,인쇄,조회
20140611-4,두성엔지니어링,타이밍 [L Type 타이밍풀리가공 10T] 외  1건,71500,세금계산서,PP,Y,인쇄,조회
20140611-3,(주)태진케미칼,PP원료 [가공원료],2148300,세금계산서,PP,Y,인쇄,조회
20140611-2,백암지관공업사,지관 50 [지관 50＊5＊181] 외  1건,1831500,세금계산서,PE,Y,인쇄,조회
20140611-1,제이케이머티리얼즈(주),PP원료,4797760,세금계산서,PP,Y,인쇄,조회
20140610-1,지에스칼텍스(주),H430 [500KG],22968000,세금계산서,PP,Y,인쇄,조회
20140609-3,프로켐 주식회사,MF5000(PE원료),23364000,세금계산서,PE,Y,인쇄,조회
20140609-2,(주)한온,OPP-TAPE [OPP-TAPE 50＊50(미색)] 외  1건,467500,세금계산서,PE,Y,인쇄,조회
20140605-6,동진씨엔피,박스 DF [480 320 380] 외  2건,2645500,세금계산서,PE,Y,인쇄,조회
20140605-5,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）] 외  2건,1023000,세금계산서,PP,Y,인쇄,조회
20140605-4,백암지관공업사,지관 200 [지관 200＊4＊186] 외  2건,931854,세금계산서,PP,Y,인쇄,조회
20140605-3,금성상회,PP원료 [청색],7150000,세금계산서,PP,Y,인쇄,조회
20140605-2,성신목재,팔레트 1100*1100 [1100*1100] 외  1건,16280,세금계산서,PP,Y,인쇄,조회
20140605-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],448800,세금계산서,PP,Y,인쇄,조회
20140604-2,(주)삼신,PP원료,24367904,세금계산서,PP,Y,인쇄,조회
20140604-1,프로켐 주식회사,5000ST(PE원료),15576000,세금계산서,PE,Y,인쇄,조회
20140603-4,제이케이머티리얼즈(주),PP원료,20333060,세금계산서,PP,Y,인쇄,조회
20140603-2,프로켐 주식회사,MF5000(PE원료),11682000,세금계산서,PE,Y,인쇄,조회
20140602-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,1150855,세금계산서,PP,Y,인쇄,조회
20140530-2,금성상회,PE원료 [재생],3410000,세금계산서,PE,Y,인쇄,조회
20140530-1,두성엔지니어링,보빈수리 [pe 보니핸들 하우징],990000,세금계산서,PP,Y,인쇄,조회
20140529-3,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,846351,세금계산서,PP,Y,인쇄,조회
20140529-2,프로켐 주식회사,MF5000(PE원료 ),11682000,세금계산서,PE,Y,인쇄,조회
20140529-1,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）],396000,세금계산서,PP,Y,인쇄,조회
20140527-2,두성엔지니어링,밴드노즐 [와이어수정(1.6*77*3)],165000,세금계산서,PP,Y,인쇄,조회
20140527-1,(주)삼신,PE원료 [재생],25147716,세금계산서,PE,Y,인쇄,조회
20140526-3,성신목재,팔레트 1290＊860 [1290＊860] 외  8건,381920,세금계산서,PP,Y,인쇄,조회
20140526-2,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],224400,세금계산서,PP,Y,인쇄,조회
20140526-1,백암지관공업사,지관 200 [지관 200＊4＊186] 외  1건,287834,세금계산서,PP,Y,인쇄,조회
20140523-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,932773,세금계산서,PP,Y,인쇄,조회
20140523-1,삼보팩,패드 430 [패드 430＊200 (무지)] 외  1건,1162700,세금계산서,PP,Y,인쇄,조회
20140521-1,두성엔지니어링,다이스수리,220000,세금계산서,PP,Y,인쇄,조회
20140520-3,프로켐 주식회사,MF5000(PE원료 ),19470000,세금계산서,PE,Y,인쇄,조회
20140520-2,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외  1건,682000,세금계산서,PP,Y,인쇄,조회
20140520-1,관인화학,PE원료 [가공원료] 외  1건,825935,세금계산서,PP,Y,인쇄,조회
20140519-2,효창산업,CALPET [CALPET],2904000,세금계산서,PP,Y,인쇄,조회
20140519-1,성신목재,팔레트 1290＊860 [1290＊860] 외  7건,670120,세금계산서,PP,Y,인쇄,조회
20140516-4,에이스인쇄,모조지 STICKER [모조지 STICKER],77000,세금계산서,PE,Y,인쇄,조회
20140516-3,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,859042,세금계산서,PP,Y,인쇄,조회
20140516-2,삼보팩,무인쇄톰슨접착 460 [460*130*460],2187900,세금계산서,PP,Y,인쇄,조회
20140516-1,삼현산업팩,STEEL 16.0MM*0.50MM*13KG BLACK MINI RIBBON [16.0MM*0.50MM*13KG BLACK MINI RIBBON],773800,영세율,PP,Y,인쇄,조회
20140515-2,삼보팩,고메리 3입(IN) [345*340*390] 외  1건,1810600,세금계산서,PP,Y,인쇄,조회
20140515-1,(주)삼신,PP원료,24750484,세금계산서,PP,Y,인쇄,조회
20140514-6,백암지관공업사,지관 50 [지관 50＊5＊181],2178000,세금계산서,PE,Y,인쇄,조회
20140514-5,삼보팩,파워팩 4505 ＆ 4506 C/T 430 [430*130*430],553300,세금계산서,PP,Y,인쇄,조회
20140514-4,삼보팩,파워팩 4505 ＆ 4506 C/T 430 [430*130*430],553300,세금계산서,PP,Y,인쇄,조회
20140514-3,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）],396000,세금계산서,PP,Y,인쇄,조회
20140514-2,제이케이머티리얼즈(주),PP원료,4777025,세금계산서,PP,Y,인쇄,조회
20140514-1,금성상회,PP원료 [호프렌] 외  1건,17067050,세금계산서,PP,Y,인쇄,조회
20140513-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,931854,세금계산서,PP,Y,인쇄,조회
20140512-1,제이케이머티리얼즈(주),PP원료,18597700,세금계산서,PP,Y,인쇄,조회
20140509-2,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）],319000,세금계산서,PP,Y,인쇄,조회
20140509-1,금성상회,PP원료 [청색],7150000,세금계산서,PP,Y,인쇄,조회
20140508-3,프로켐 주식회사,MF5000(PE원료 ),11682000,세금계산서,PE,Y,인쇄,조회
20140508-2,백암지관공업사,지관 280 [지관 280＊8＊187] 외  1건,842978,세금계산서,PP,Y,인쇄,조회
20140508-1,(주)삼신,PP원료,25317028,세금계산서,PP,Y,인쇄,조회
20140507-1,(주)경남케미칼,MB 6520 [M／B 6520] 외  3건,1468500,세금계산서,PP,Y,인쇄,조회
20140506-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,859042,세금계산서,PP,Y,인쇄,조회
20140502-2,성신목재,팔레트1100*1100 열처리(도면) [1100*1100] 외  3건,822800,세금계산서,PP,Y,인쇄,조회
20140502-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],448800,세금계산서,PE,Y,인쇄,조회
20140430-4,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,783013,세금계산서,PP,Y,인쇄,조회
20140430-3,금성상회,PP원료,15965950,세금계산서,PP,Y,인쇄,조회
20140430-2,(주)삼신,PP원료,25041896,세금계산서,PP,Y,인쇄,조회
20140430-1,진흥산업,폴리백 26＊44 [폴리백 26＊44],1320000,세금계산서,PE,Y,인쇄,조회
20140429-1,삼보팩,미국박스 [440 200 445],946000,세금계산서,PP,Y,인쇄,조회
20140428-3,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외  2건,880000,세금계산서,PP,Y,인쇄,조회
20140428-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,787455,세금계산서,PP,Y,인쇄,조회
20140428-1,동방포장기자재,스트레치필름(기계랩) - 기능성 [18*300*1700],1795200,세금계산서,PP,Y,인쇄,조회
20140425-2,(주)시몬사,피피클립 [2KG],14960,세금계산서,PP,Y,인쇄,조회
20140425-1,삼현산업팩,STEEL 16.0MM*0.50MM*13KG BLACK MINI RIBBON [16.0MM*0.50MM*13KG BLACK MINI RIBBON],817402,영세율,PP,Y,인쇄,조회
20140424-2,동방포장기자재,스트레치필름(기계랩) - 기능성 [18*300*1700],112200,세금계산서,PP,Y,인쇄,조회
20140424-1,(주)삼신,PE원료 [재생],25035384,세금계산서,PE,Y,인쇄,조회
20140423-3,백암지관공업사,지관 200 [지관 200＊4＊189],695217,세금계산서,PP,Y,인쇄,조회
20140423-2,삼보팩,패드 430 [패드 430＊200 (무지)] 외  1건,814000,세금계산서,PP,Y,인쇄,조회
20140423-1,제이케이머티리얼즈(주),PP원료,41415770,세금계산서,PP,Y,인쇄,조회
20140422-2,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）] 외  1건,500500,세금계산서,PP,Y,인쇄,조회
20140422-1,성신목재,팔레트 1290＊860 [1290＊860] 외  2건,316800,세금계산서,PP,Y,인쇄,조회
20140421-3,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외  2건,628980,세금계산서,PP,Y,인쇄,조회
20140421-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,822637,세금계산서,PE,Y,인쇄,조회
20140421-1,(주)삼신,PP원료,21673564,세금계산서,PP,Y,인쇄,조회
20140419-1,삼보팩,패드 430 [패드 430＊200 (무지)] 외  1건,850300,세금계산서,PP,Y,인쇄,조회
20140417-1,프로켐 주식회사,MF5000(PE원료) 외  1건,22770000,세금계산서,PE,Y,인쇄,조회
20140416-3,백암지관공업사,지관 200 [지관 200＊4＊189] 외  2건,859042,세금계산서,PP,Y,인쇄,조회
20140416-2,성신목재,팔레트 1380＊920 [1380＊920] 외  4건,187660,세금계산서,PP,Y,인쇄,조회
20140416-1,삼보팩,서플라이웨이BOX(White) [440*200*445] 외  2건,1593350,세금계산서,PP,Y,인쇄,조회
20140415-3,백암지관공업사,지관 50 [지관 50＊5＊181],2178000,세금계산서,PE,Y,인쇄,조회
20140415-2,호성수출포장,OPP-TAPE [OPP-TAPE 50＊50 (미색)] 외  1건,247500,세금계산서,PP,Y,인쇄,조회
20140414-4,파워엠팩,콘트롤 박스 [D-53] 외  1건,495000,세금계산서,PP,Y,인쇄,조회
20140414-3,두성엔지니어링,고무로라 외경가공,33000,세금계산서,PP,Y,인쇄,조회
20140414-2,(주)삼신,PP원료,24675596,세금계산서,PP,Y,인쇄,조회
20140414-1,두성엔지니어링,오븐케이싱제작,1650000,세금계산서,PP,Y,인쇄,조회
20140412-1,삼보팩,패드 480 [패드 480＊200] 외  1건,1095600,세금계산서,PP,Y,인쇄,조회
20140411-2,동진씨엔피,경인팩 2KG [320*190*780] 외  2건,2722500,세금계산서,PE,Y,인쇄,조회
20140411-1,삼보팩,패드540(무인쇄) [패드540*200],1380500,세금계산서,PP,Y,인쇄,조회
20140410-2,성신목재,팔레트 1100*1100 [1100*1100] 외  3건,365640,세금계산서,PP,Y,인쇄,조회
20140410-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,786231,세금계산서,PP,Y,인쇄,조회
20140409-3,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）] 외  3건,1166000,세금계산서,PP,Y,인쇄,조회
20140409-2,프로켐 주식회사,MF5000(PE원료),23364000,세금계산서,PE,Y,인쇄,조회
20140409-1,성신목재,팔레트 1100*1100 [1100*1100 (열처리포함)] 외  5건,626230,세금계산서,PP,Y,인쇄,조회
20140408-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],561000,세금계산서,PP,Y,인쇄,조회
20140407-5,창미포장기계,수축필름 [15인치x1332mx0.015T (sanyu 포장)] 외  1건,531960,세금계산서,PP,Y,인쇄,조회
20140407-3,대양스트랩(주),PET 15.62X0.89X1220M [PET 15.62X0.89X1220M D/G SMOOTH] 외  1건,9110400,영세율,PP,Y,인쇄,조회
20140407-1,(주)삼신,PP원료,24631640,세금계산서,PP,Y,인쇄,조회
20140404-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외  2건,1236757,세금계산서,PP,Y,인쇄,조회
20140403-2,삼보팩,패드 420 [패드 420＊200] 외  1건,1041700,세금계산서,PP,Y,인쇄,조회
20140403-1,금정기획,라벨(아트지무지)45*180 [[45*180 ]],115500,세금계산서,PP,Y,인쇄,조회
20140401-4,한국바코드시스템,바코드리본 110 [110*300 OUT],132000,세금계산서,PP,Y,인쇄,조회
20140401-3,성신목재,팔레트 1290＊860 [1290＊860] 외  3건,193600,세금계산서,PP,Y,인쇄,조회
20140401-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,859042,세금계산서,PP,Y,인쇄,조회
20140401-1,금정기획,라벨(아트지3003535) [110*45] 외  3건,566500,세금계산서,PP,Y,인쇄,조회
20140331-3,(주)삼신,PP원료,24926308,세금계산서,PP,Y,인쇄,조회
20140331-2,백암지관공업사,지관 50 [지관 50＊5＊181],1488300,세금계산서,PE,Y,인쇄,조회
20140331-1,삼보팩,스넬 C/T 260* [260*132*263],1584000,세금계산서,PP,Y,인쇄,조회
20140328-1,진흥산업,폴리백 57*58 [폴리백 57*58] 외  1건,902000,세금계산서,PP,Y,인쇄,조회
20140327-2,삼환강업(주),STEEL 19MMx0.56x16KG BLACK MINI RIBBON [STEEL 19MMx0.56x16KG BLACK MINI RIBBON],21233598,영세율,PP,Y,인쇄,조회
20140326-1,동진씨엔피,인쇄판 [외부PE폴리밴드] 외  3건,2327600,세금계산서,PE,Y,인쇄,조회
20140325-3,프로켐 주식회사,5000SSB(PE원료 O.G),11220000,세금계산서,PE,Y,인쇄,조회
20140325-2,제이에스유화(주),HY301(PP원료),24156000,세금계산서,PP,Y,인쇄,조회
20140325-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,1022867,세금계산서,PP,Y,인쇄,조회
20140324-2,(주)경남케미칼,MB 100B（ [M／B 100B（WHITE）] 외  2건,874500,세금계산서,PP,Y,인쇄,조회
20140324-1,(주)삼신,PE원료 [재생],24841652,세금계산서,PE,Y,인쇄,조회
20140321-2,두성엔지니어링,나사축 [M12*2*300L],132000,세금계산서,PE,Y,인쇄,조회
20140321-1,백암지관공업사,지관 50 [지관 50＊5＊181] 외  2건,1280492,세금계산서,PP,Y,인쇄,조회
20140320-1,성신목재,팔레트 1100*1100 [1100*1100] 외  4건,357720,세금계산서,PP,Y,인쇄,조회
20140319-2,동진씨엔피,박스 경인팩 6KG (무인쇄) [465 455 245],124300,세금계산서,PE,Y,인쇄,조회
20140319-1,(주)삼신,PE원료 [재생],24838396,세금계산서,PE,Y,인쇄,조회
20140318-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],448800,세금계산서,PP,Y,인쇄,조회
20140317-2,삼보팩,패드 420 [패드 420＊200 (적색패드)] 외  1건,973500,세금계산서,PP,Y,인쇄,조회
20140317-1,효창산업,CALPET [CALPET],2904000,세금계산서,PP,Y,인쇄,조회
20140315-1,삼보팩,산유(HR816) [460*315*450] 외  2건,1964270,세금계산서,PP,Y,인쇄,조회
20140314-1,백암지관공업사,지관 280 [지관 280＊8＊187] 외  1건,1004586,세금계산서,PP,Y,인쇄,조회
20140313-1,(주)삼신,PP원료,24900260,세금계산서,PP,Y,인쇄,조회
20140312-2,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외  2건,1061500,세금계산서,PP,Y,인쇄,조회
20140312-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  2건,1553226,세금계산서,PP,Y,인쇄,조회
20140311-3,금성상회,PE원료 [재생],10230000,세금계산서,PP,Y,인쇄,조회
20140311-2,호성수출포장,OPP-TAPE [OPP-TAPE 50＊50 (미색)] 외  1건,195250,세금계산서,PP,Y,인쇄,조회
20140311-1,삼보팩,패드 430 [패드 430＊200 (무지)] 외  1건,1338700,세금계산서,PP,Y,인쇄,조회
20140307-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,815091,세금계산서,PP,Y,인쇄,조회
20140307-1,제이케이머티리얼즈(주),PP원료,34907576,세금계산서,PP,Y,인쇄,조회
20140305-2,삼보팩,PP청 450*(광림) [450*200],547800,세금계산서,PP,Y,인쇄,조회
20140305-1,(주)삼신,PP원료,24900260,세금계산서,PP,Y,인쇄,조회
20140304-1,지에스칼텍스(주),H430-A [500KG],28380000,세금계산서,PP,Y,인쇄,조회
20140303-2,(주)삼신,PP원료,24986544,세금계산서,PP,Y,인쇄,조회
20140303-1,성신목재,팔레트 1290＊860 [1290＊860] 외  3건,176000,세금계산서,PP,Y,인쇄,조회
20140228-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,1407912,세금계산서,PP,Y,인쇄,조회
20140228-1,프로켐 주식회사,5000STSA(PE원료 O.G),19156500,세금계산서,PE,Y,인쇄,조회
20140227-4,(주)세우케미칼,5014 [pp원료],101816000,세금계산서,PP,Y,인쇄,조회
20140227-3,(주)경남케미칼,MB 510-2 [M／B 510-2 (BLUE)] 외  1건,649000,세금계산서,PE,Y,인쇄,조회
20140227-2,금성상회,PP원료 [cpp],8020650,세금계산서,PE,Y,인쇄,조회
20140227-1,(주)유경산업지대,표지인쇄 외  1건,765600,세금계산서,PP,Y,인쇄,조회
20140226-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],561000,세금계산서,PP,Y,인쇄,조회
20140225-1,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,846907,세금계산서,PP,Y,인쇄,조회
20140224-3,성신목재,팔레트 1100*1100 [1100*1100] 외  4건,360360,세금계산서,PP,Y,인쇄,조회
20140224-2,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명] 외  1건,1014807,영세율,PP,Y,인쇄,조회
20140224-1,(주)삼신,PP원료,24997940,세금계산서,PP,Y,인쇄,조회
20140222-1,동진씨엔피,박스 DF (무인쇄) [480 320 380] 외  2건,2645500,세금계산서,PP,Y,인쇄,조회
20140220-1,(주)경남케미칼,MB 820FL [M／B 820FL（BLACK）] 외  2건,500500,세금계산서,PP,Y,인쇄,조회
20140219-1,(주)지산페이퍼,크래프트지 (구레단원지) [900폭 A60 (60g/m2)],1235520,세금계산서,(주)유경산업지대,Y,인쇄,조회
20140218-3,삼보팩,고메리 3입 (C/T) [360*355*385] 외  3건,2988150,세금계산서,PP,Y,인쇄,조회
20140218-2,백암지관공업사,지관 200 [지관 200＊8＊189] 외  1건,966041,세금계산서,PP,Y,인쇄,조회
20140217-3,두성엔지니어링,고무로라 외경가공 [냉각수 박스밴드] 외  1건,616000,세금계산서,PP,Y,인쇄,조회
20140217-2,(주)삼신,PP원료,24914912,세금계산서,PP,Y,인쇄,조회
20140217-1,삼보팩,고메리 3입(IN) [345*340*390],605220,세금계산서,PP,Y,인쇄,조회
20140215-1,제이에스유화(주),HY301(PP원료),20130000,세금계산서,PP,Y,인쇄,조회
20140214-1,성신목재,팔레트 1100*1100 [1100*1100] 외  12건,353430,세금계산서,PP,Y,인쇄,조회
20140213-2,(주)태진케미칼,PP원료 [가공] 외  1건,4313100,세금계산서,PP,Y,인쇄,조회
20140213-1,(주)경남케미칼,MB 307 [M／B 307 Yellow] 외  2건,863500,세금계산서,PP,Y,인쇄,조회
20140212-2,(주)삼신,PP원료,24838396,세금계산서,PP,Y,인쇄,조회
20140212-1,백암지관공업사,지관 200 [지관 200＊4＊189] 외  1건,786231,세금계산서,PP,Y,인쇄,조회
20140211-2,영창프라스틱,STOPPER 50 PCS [STOPPER 50 PCS 투명],1825200,영세율,PE,Y,인쇄,조회
20140211-1,제이에스유화(주),HY301(PP원료),4026000,세금계산서,PP,Y,인쇄,조회
20140210-2,영창프라스틱,STOPPER 500 PCS [STOPPER 500 PCS 투명],66000,세금계산서,PP,Y,인쇄,조회
20140210-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외  2건,992386,세금계산서,PP,Y,인쇄,조회
20140208-1,대림프라스틱(주),팔레트 1100*1100*120 [1100*1100*120],448800,세금계산서,PP,Y,인쇄,조회
20140207-2,(주)삼신,PE원료 [재생],25068450,세금계산서,PE,Y,인쇄,조회
20140207-1,프로켐 주식회사,5000STSB(PE원료 O.G),11352000,세금계산서,PE,Y,인쇄,조회
20140205-3,백암지관공업사,지관 230 [지관 230＊5＊187] 외  2건,853960,세금계산서,PP,Y,인쇄,조회
20140205-2,백암지관공업사,지관 50 [지관 50＊5＊181] 외  1건,2138400,세금계산서,PE,Y,인쇄,조회
20140205-1,제이케이머티리얼즈(주),PP원료,39658080,세금계산서,PP,Y,인쇄,조회
20140204-2,(주)윤성,종이앵글(각대) [50*50*5*1200],198000,세금계산서,PP,Y,인쇄,조회
20140204-1,삼보팩,패드 480 [패드 480＊200] 외  2건,1084600,세금계산서,PP,Y,인쇄,조회
20140129-1,동방포장기자재,스트레치필름(기계랩) - 기능성 [18*300*1700] 외  1건,2301200,세금계산서,PP,Y,인쇄,조회
20140128-1,(주)삼신,PP원료,25205400,세금계산서,PP,Y,인쇄,조회
